x,y,th
0.00024028936178224287,-6.527018315281677e-06,-0.04602565873035536
-0.000481897403528058,3.937882657618012e-05,-0.10882264497799499
-0.0004786716608218591,4.605419524670499e-05,-0.17578584403197883
-0.000477495731391723,4.5778892245279845e-05,-0.2510032995342715
-0.00047882905515756813,4.300846454706684e-05,-0.32638715947991237
-0.00048038605188441524,4.3681340482352847e-05,-0.3934482828915482
-0.0004765279717871384,5.081222088966661e-05,-0.47695030738981536
-0.00047115242744479925,5.932128683725121e-05,-0.5438968809642737
-0.00047342165890021864,5.838808664532951e-05,-0.6192513118765204
-0.00046965616266349014,6.184289010318115e-05,-0.6946258307490725
-0.00046851028347527743,6.350774551855401e-05,-0.7615436920039693
-0.0004647481403287207,6.535313336166853e-05,-0.8452261067642381
-0.0003079071919488518,-0.00011676897534424977,-0.9163573279748776
-0.000305649025393629,-0.00011473762105104609,-0.9916518408656558
-0.00030290954208467237,-0.00011535540659149015,-1.0669440210011452
-0.00019965634300703444,-0.000335200843249744,-1.1380443708124774
-0.0003774323886304664,0.00011453743264208438,-1.2133078461648519
-0.00029205308712015713,-0.00010928692874408711,-1.2842490713911547
-0.00023924353015608395,-0.0003392276401027683,-1.3553908116212607
-0.00028051691081426496,-0.00010166108870398917,-1.4349101039374867
-0.00025312772851768695,-0.0003457892821557729,-1.5057545095932903
-0.0002541192217407456,-0.0003476872440459285,-1.581164174415022
-0.00025413052453708974,-0.0003487763876558299,-1.5811831170629664
-0.0002541833351358283,-0.00035383914403351764,-1.5812711697901083
-0.0002541917494327501,-0.00035464186587952677,-1.581285130936978
-0.00025221118971366596,-0.00012028512211342097,-1.5772092131152677
-0.00025388924092655234,-0.0003250771035656066,-1.5807709342371143
-0.00025388924092655234,-0.0003250771035656066,-1.5807709342371143
-0.0002269368038605488,-0.01513119941891686,-1.555842661499494
0.0013252873381542918,-0.044908650357654026,-1.4804829881438133
0.005018913552196438,-0.07355667081313084,-1.4050956673779154
0.01113840224855553,-0.10260410450614649,-1.321773642356354
0.019628618429353446,-0.13098232848852254,-1.2421522459563468
0.0303057467361122,-0.15858035853190258,-1.162647568357645
0.04295183105099486,-0.18533218913022548,-1.0914949577200996
0.05601351094124137,-0.20860119653277925,-1.0204605149193018
0.07114700870285205,-0.2310872265422351,-0.9411698918404898
0.08757686400826656,-0.2517967335358191,-0.857562007440031
0.10757149277533189,-0.2731439142749768,-0.7823957815847735
0.12945017193000355,-0.2930668642861752,-0.7028715580484528
0.15273687282232093,-0.31131709244784816,-0.6317987052152838
0.17745206208053932,-0.3280197917509043,-0.5564720414499531
0.20339491319521386,-0.34273666060275104,-0.47275212546026735
0.229994703802023,-0.3551466443974885,-0.39742365073256014
0.257711259621244,-0.3654981972671314,-0.31781604773435657
0.2854263459689653,-0.3734673734255825,-0.24256458954359017
0.31479215908970337,-0.3795211664254408,-0.16325066615574046
0.3446938993013409,-0.38324108844138766,-0.08470743484804322
0.37423802156512015,-0.38464416453786965,-0.013597760368313505
0.4037794914426097,-0.38382500642021894,0.0657152045794831
0.4328970474173568,-0.38082334205942486,0.13686886741520432
0.4617606674976203,-0.37559872152536594,0.22052106053007847
0.49054437484639135,-0.36786248280981854,0.3041407301673491
0.5183745229267321,-0.3578818171378402,0.38355814837683155
0.5454300212202035,-0.3459015840369384,0.4547196575392016
0.5717106830064766,-0.33190222133651365,0.52159015247797
0.5967278752614287,-0.31614159825791355,0.6010245077641536
0.6206395532378828,-0.29833956386450666,0.6846905469000757
0.6425378534171379,-0.27892714867676693,0.7681589370638475
0.6628652091080379,-0.25782068051063556,0.8434612293702277
0.6817115629481489,-0.23506535799800954,0.9144261321078044
0.6989427985765087,-0.21087669050775687,0.9893811358735878
0.7144523670450991,-0.1851010775781141,1.0689178749815396
0.7277259164179298,-0.15851190042926383,1.1439873963865583
0.7387390549170952,-0.13136690707374984,1.2275997136749046
0.7477016409814091,-0.10343941210289245,1.2988386330654427
0.7544449667623887,-0.07475277620075468,1.3781731160891768
0.7589667535483519,-0.04503661733138166,1.4575702973145699
0.7611367038530763,-0.015552491812340554,1.5370369469103355
0.7611959448479453,0.011652974181949362,1.603445412233791
0.7612043129639179,0.011913778193366349,1.60763498127264
0.7612043129639179,0.011913778193366349,1.60763498127264
0.7612043129639179,0.011913778193366349,1.60763498127264
0.7612043129639179,0.011913778193366349,1.60763498127264
0.7612043129639179,0.011913778193366349,1.60763498127264
0.7612043129639179,0.011913778193366349,1.60763498127264
0.7609724282086503,0.02742985458112926,1.5619294308697818
0.7622121838023626,0.0567811511527796,1.494895471645581
0.7653807438807855,0.08543248472944828,1.4279492678158192
0.7706272799635518,0.11477012167555961,1.3578906983838666
0.7778956226490776,0.14359891345535458,1.2871871234102414
0.7872675009366364,0.1718801156651706,1.2119005905152793
0.7986059344283417,0.1991756702114752,1.1408547665551811
0.8114673225167375,0.22497217259277805,1.0740226281270866
0.8264794519665675,0.25052999909634577,1.0073058888130113
0.8433597490223532,0.2749395457225815,0.9278641348387122
0.8622010896459745,0.2983210521755897,0.8568222435462061
0.8823297260759814,0.31994001264295885,0.7858314608085029
0.9035492741639466,0.33986330194991365,0.7230181354573553
0.9262325658249567,0.3584815157208129,0.6476465281305774
0.9505954741412627,0.37573386473659415,0.5806375532617793
0.9760615869446455,0.3907874718302513,0.5015768395317832
1.0028484041240988,0.40424588153953184,0.42615200565198963
1.029564945815998,0.4154478888194363,0.3637522876961179
1.057412849214689,0.4251616787972813,0.3012120078710674
1.0862098723380924,0.43293687388781893,0.2258645442024414
1.1155082375981558,0.43852615569519043,0.1505451568235956
1.1446553045124752,0.4418165219899539,0.07524584959837899
1.1735041528807053,0.4430138239651378,0.008276581874437028
1.2028439504736372,0.4422900091281876,-0.058594140349029544
1.2330291003007319,0.43948641650531417,-0.12556430346760816
1.2623132582367456,0.4345839428852877,-0.20056978182734397
1.2908783191331838,0.427615257791315,-0.2786238768832474
1.31861770787486,0.4187598963198319,-0.34139283486552197
1.3457934691214326,0.40803890531731574,-0.40807723214964264
1.3725201334799868,0.39528401220110904,-0.4876568923051865
1.3985932296177752,0.3802277812333503,-0.5589036103190472
1.4231532310213735,0.36352978238033523,-0.633972189667634
1.4460757551082932,0.34556129895198007,-0.696777690810571
1.4679379363982656,0.32603066570928746,-0.7636277074776343
1.488445207724437,0.30496766633929157,-0.8343398164011826
1.507415675346333,0.2822895744762901,-0.9136523471757472
1.5247318462165753,0.2579874403763671,-0.9889568929375612
1.540114155687262,0.23274764439630904,-1.055534757820472
1.5536299240955933,0.2070777688453068,-1.1181981533462535
1.5657408094191845,0.1799402792742869,-1.1848380496425244
1.5759127557786812,0.15166079717324973,-1.2643110292823485
1.5837556980950185,0.12313485110572914,-1.3354099469721392
1.5893535795032137,0.09448087040431226,-1.4100590645234254
1.5930738447131534,0.06560776549336028,-1.481204540764813
1.594883678219367,0.036129730177848755,-1.5438731239048122
1.5950113295851291,0.018595458168499612,-1.5898008847701959
1.5950113295851291,0.018595458168499612,-1.5898008847701959
1.5950113295851291,0.018595458168499612,-1.5898008847701959
1.5950113295851291,0.018595458168499612,-1.5898008847701959
1.5950113295851291,0.018595458168499612,-1.5898008847701959
1.5950113295851291,0.018595458168499612,-1.5898008847701959
1.5950113295851291,0.018595458168499612,-1.5898008847701959
1.5938311118508073,-0.006768429296380507,-1.6481693454083584
1.5904171655143307,-0.036365435063823615,-1.723285786531602
1.5850659248597077,-0.06467796436539817,-1.790069997035959
1.5777632133659798,-0.0931035119291448,-1.8554112191284169
1.5683391797459834,-0.12137873260621712,-1.9306863337945066
1.5567816457009147,-0.14871608592032576,-2.0056995330675464
1.543150845487522,-0.17549742074035052,-2.076849407851933
1.5280820152619552,-0.20055167968436935,-2.1436104185469884
1.5115096401905939,-0.22447368609210716,-2.206408563836971
1.4932532429680785,-0.2473863600863783,-2.2816219254603847
1.472896285866851,-0.2692523136103981,-2.360616963088182
1.4509422307179078,-0.28941167092148373,-2.435880382438224
1.4277395257314245,-0.30778768392059364,-2.4986536897015448
1.4037381238218727,-0.32451954433248065,-2.5655719701001245
1.3784830106947201,-0.3397546693320165,-2.636406881068534
1.35157818187837,-0.35334423250200026,-2.7113526682326516
1.3244664030402413,-0.36455049703785763,-2.786682264222194
1.296571471490021,-0.3736942209405477,-2.862035514329233
1.268439321810404,-0.3808535123846544,-2.924622835225689
1.2393940488308983,-0.38624883335303606,-2.978989595557377
1.209626657862455,-0.38975672481620954,-3.0667295579607745
1.1795991582639531,-0.3909432340772947,-3.137828276668856
1.1503555228189515,-0.3899213452742563,3.070279597804104
1.1215110902297865,-0.38698172133778114,3.003278289529675
1.092598803076948,-0.3820391235788236,2.9363683744752063
1.0634125603113462,-0.37480293414802957,2.8568698217144686
1.0348767780372683,-0.36541861561553596,2.785801943758319
1.0074120240481246,-0.35416970046434465,2.7147373625742777
0.9811307413895849,-0.3412130065382547,2.651957786282977
0.9557269060830546,-0.32658456233831623,2.589210314658219
0.9310063981820289,-0.30988150025489164,2.5055595113940115
0.9077072327101442,-0.2913034767556024,2.430394152734694
0.8859673995327761,-0.27111642560489113,2.355468415155328
0.865719426393946,-0.2495613287530919,2.296985386357118
0.8470519890363298,-0.2271921927194655,2.234463668418803
0.829435314086388,-0.20278412448599953,2.1596253877645424
